,lat,lon,city,temp,humidity,windspeed,cloudness
380,-25.686999999692915,-106.81799999965057,rikitea,299.05,75.0,4.06,100.0
381,-60.61199999985968,32.094000001012716,port elizabeth,292.15,72.0,5.1,75.0
382,58.98300000071137,19.252000000951398,norrtalje,273.89,59.0,6.7,91.0
383,85.17000000083641,-137.89999999979898,tuktoyaktuk,258.15,71.0,5.7,75.0
384,41.11600000062606,14.355000000928015,caserta,276.53,41.0,3.6,49.0
385,-78.23199999994381,-1.4819999991476038,hermanus,288.71,86.0,1.79,67.0
386,-68.27299999989626,-36.57099999931515,ushuaia,281.15,81.0,16.5,90.0
388,-34.19699999973355,-98.61799999961141,lebu,287.65,98.0,2.86,95.0
389,54.94300000069208,-87.8909999995602,geraldton,308.8,23.0,8.7,0.0
390,54.68900000069087,-69.46499999947221,port-cartier,265.58,78.0,3.1,75.0
391,-75.07499999992874,-89.70499999956886,punta arenas,281.05,70.0,6.7,75.0
392,-2.9949999995845644,-143.8549999998274,atuona,301.25,77.0,4.73,38.0
393,-63.72899999987456,79.3580000012384,busselton,303.28,22.0,2.7,89.0
394,64.2880000007367,2.277000000870345,raudeberg,277.6,86.0,15.4,100.0
395,-78.41099999994466,-20.380999999237844,ushuaia,281.15,81.0,16.5,90.0
396,32.2660000005838,46.94100000108361,dehloran,285.75,71.0,0.52,0.0
397,10.785000000481233,-142.22599999981963,hilo,292.23,78.0,4.83,90.0
398,-24.819999999688775,-21.038999999240986,jamestown,275.39,93.0,4.6,90.0
399,16.807000000509987,35.19400000102752,wagar,292.65,21.0,4.38,0.0
400,-36.277999999743486,-145.62399999983586,mataura,283.71,91.0,6.71,100.0
401,-25.707999999693016,54.57500000112006,saint-joseph,296.47,88.0,4.6,96.0
402,-36.88999999974641,-18.64599999922956,jamestown,275.39,93.0,4.6,90.0
403,0.7300000004332219,-128.88999999975596,atuona,301.25,77.0,4.73,38.0
405,-12.955999999632127,-175.0179999999762,liku,301.65,59.0,0.26,100.0
406,-11.780999999626516,-141.46799999981602,atuona,301.25,77.0,4.73,38.0
407,34.97200000059672,-175.56999999997885,kapaa,297.36,69.0,8.7,75.0
408,69.71700000076262,67.61700000118233,aksarka,269.65,81.0,9.34,75.0
409,-26.101999999694897,-40.06099999933181,arraial do cabo,297.55,65.0,4.41,0.0
410,26.41200000055585,-79.07999999951812,freeport,276.11,100.0,6.7,90.0
411,26.386000000555725,71.82900000120244,pokaran,300.65,33.0,1.66,100.0
413,-25.15199999969036,-91.47699999957732,pisco,295.01,83.0,7.7,80.0
415,-76.66099999993631,-149.5269999998545,mataura,283.71,91.0,6.71,100.0
417,-53.270999999824625,68.4910000011865,saint-philippe,296.43,88.0,4.6,75.0
418,-33.06799999972816,42.68100000106327,beloha,294.25,85.0,2.48,0.0
419,9.059000000472992,-42.829999999345034,saint-georges,299.15,78.0,3.6,20.0
420,-83.09099999996701,-161.99399999991402,mataura,283.71,91.0,6.71,100.0
421,72.73300000077703,-84.55199999954425,qaanaaq,253.45,98.0,2.05,100.0
422,-68.4919999998973,-115.73899999969316,punta arenas,281.05,70.0,6.7,75.0
423,40.90000000062503,-98.03399999960862,grand island,281.33,93.0,3.1,40.0
425,36.24100000060278,-90.16899999957107,kennett,283.3,87.0,3.1,1.0
427,22.44100000053689,-152.6919999998696,hilo,292.23,78.0,4.83,90.0
428,-21.62299999967351,11.385000000913834,henties bay,289.82,91.0,1.34,7.0
429,68.48500000075674,-11.788999999196818,hofn,277.25,62.0,17.78,91.0
430,-12.65099999963067,69.91800000119332,hithadhoo,302.05,72.0,4.35,61.0
431,39.463000000618166,-165.47599999993065,kapaa,297.36,69.0,8.7,75.0
432,-57.01699999984251,-1.5379999991478712,cape town,290.23,82.0,6.2,73.0
433,-48.248999999800645,-57.345999999414346,rawson,294.95,50.0,8.23,30.0
434,72.0150000007736,73.13500000120868,yar-sale,268.25,81.0,7.84,33.0
435,-18.80199999966004,-139.39499999980612,rikitea,299.05,75.0,4.06,100.0
436,-73.24699999992,-147.9359999998469,mataura,283.71,91.0,6.71,100.0
437,-75.7159999999318,-167.1389999999386,avarua,301.15,83.0,3.6,100.0
438,65.44200000074221,68.6560000011873,aksarka,269.65,81.0,9.34,75.0
439,-27.366999999700937,-46.595999999363016,porto belo,294.28,88.0,1.0,40.0
440,20.7470000005288,-94.35899999959108,mundo nuevo,297.15,73.0,1.93,0.0
441,30.864000000577107,-173.2369999999677,kapaa,297.36,69.0,8.7,75.0
442,5.974000000458261,-156.55399999988805,hilo,292.23,78.0,4.83,90.0
443,-31.248999999719473,-99.71799999961667,lebu,287.65,98.0,2.86,95.0
444,0.48800000043206637,71.31300000119998,thinadhoo,301.95,72.0,5.14,22.0
445,26.346000000555534,-156.66199999988856,kapaa,297.36,69.0,8.7,75.0
446,-2.0919999995802527,-122.53699999972562,atuona,301.25,77.0,4.73,38.0
447,11.828000000486213,-52.32699999939038,mana,296.85,86.0,1.58,0.0
448,-55.9669999998375,-119.891999999713,rikitea,299.05,75.0,4.06,100.0
449,-48.91799999980384,-73.18499999948997,coihaique,279.75,97.0,2.48,2.0
450,88.33400000085152,71.51000000120092,dikson,260.55,92.0,3.74,0.0
451,-22.59899999967817,-130.33999999976288,rikitea,299.05,75.0,4.06,100.0
452,43.16700000063585,73.21800000120908,oytal,277.05,37.0,3.34,100.0
453,61.3130000007225,-150.472999999859,anchorage,275.24,64.0,1.5,75.0
454,-43.64199999977865,76.39500000122428,mahebourg,299.19,88.0,5.1,75.0
455,6.7010000004617325,-43.99799999935061,salinopolis,300.95,83.0,4.29,12.0
457,-48.112999999799996,28.81300000099705,port elizabeth,292.15,72.0,5.1,75.0
458,-27.969999999703816,1.1550000008649874,jamestown,275.39,93.0,4.6,90.0
460,61.26000000072224,-100.2499999996192,thompson,268.15,57.0,1.26,75.0
461,-50.90099999981331,38.825000001044856,east london,292.15,93.0,5.1,75.0
462,59.105000000711954,-152.94999999987084,kodiak,284.15,27.0,5.1,1.0
463,-5.067999999594463,-103.975999999637,puerto ayora,298.71,84.0,3.13,93.0
464,75.20300000078882,-129.26599999975775,tuktoyaktuk,258.15,71.0,5.7,75.0
465,-51.689999999817076,-105.1699999996427,castro,286.25,96.0,2.95,31.0
466,-8.67399999961168,20.389000000956827,lucapa,292.55,93.0,1.09,100.0
467,-80.35999999995397,55.202000001123054,east london,292.15,93.0,5.1,75.0
468,-57.75399999984603,-57.15599999941344,ushuaia,281.15,81.0,16.5,90.0
469,-28.524999999706466,-16.456999999219107,jamestown,275.39,93.0,4.6,90.0
470,3.6020000004469352,28.25400000099438,yambio,293.45,87.0,1.17,100.0
472,72.41800000077552,-34.14199999930355,tasiilaq,269.15,85.0,2.42,100.0
473,87.08200000084554,-76.67299999950663,qaanaaq,253.45,98.0,2.05,100.0
474,64.59700000073818,-142.68699999982184,fairbanks,272.6,96.0,6.2,90.0
475,-57.41099999984439,-81.10099999952777,punta arenas,281.05,70.0,6.7,75.0
476,56.37600000069892,24.102000000974556,bauska,267.15,73.0,2.1,0.0
478,-74.43299999992567,22.95700000096909,bredasdorp,286.15,82.0,0.5,50.0
479,84.40500000083276,-166.9969999999379,barrow,259.15,77.0,2.1,1.0
480,-24.33299999968645,18.3940000009473,mariental,294.95,46.0,3.49,0.0
481,-51.622999999816756,34.54900000102444,port alfred,291.48,91.0,0.45,97.0
482,23.820000000543473,78.96800000123653,shahpur,302.15,45.0,4.5,5.0
483,-16.182999999647535,48.025000001088785,tsaratanana,290.85,93.0,3.41,7.0
484,51.00300000067327,-1.9309999991497477,salisbury,276.89,93.0,2.1,0.0
485,22.930000000539223,21.526000000962256,faya,286.15,87.0,3.1,20.0
486,25.28300000055046,-93.00999999958464,freeport,276.11,100.0,6.7,90.0
487,-60.326999999858316,-99.2019999996142,punta arenas,281.05,70.0,6.7,75.0
488,-81.00499999995705,46.813000001083,port alfred,291.48,91.0,0.45,97.0
489,-47.888999999798926,-150.89599999986103,mataura,283.71,91.0,6.71,100.0
490,-73.30399999992028,-76.00299999950343,ushuaia,281.15,81.0,16.5,90.0
491,-18.806999999660064,-174.19299999997227,neiafu,303.15,70.0,3.6,20.0
492,72.04100000077372,30.847000001006762,vardo,273.65,82.0,15.59,94.0
493,-64.39899999987776,-156.12799999988601,mataura,283.71,91.0,6.71,100.0
494,4.191000000449748,16.627000000938864,berberati,296.25,67.0,1.08,60.0
495,-63.775999999874784,0.6770000008627051,cape town,290.23,82.0,6.2,73.0
496,-68.47599999989723,-64.75299999944971,ushuaia,281.15,81.0,16.5,90.0
497,87.37600000084694,-151.66799999986472,barrow,259.15,77.0,2.1,1.0
498,-62.31499999986781,-79.64299999952081,punta arenas,281.05,70.0,6.7,75.0
499,41.42600000062754,64.2390000011662,romitan,282.15,45.0,8.2,89.0
500,24.50400000054674,-155.08399999988103,kahului,295.04,60.0,9.8,40.0
501,-82.29999999996323,-31.288999999289928,ushuaia,281.15,81.0,16.5,90.0
502,-51.53399999981633,-62.78399999944031,ushuaia,281.15,81.0,16.5,90.0
503,66.82800000074883,48.03700000108884,leshukonskoye,266.05,93.0,3.47,100.0
504,38.7580000006148,-151.3259999998631,kapaa,297.36,69.0,8.7,75.0
505,29.9200000005726,0.5410000008620557,adrar,289.05,45.0,6.27,100.0
506,62.873000000729945,-19.463999999233465,vestmannaeyjar,277.15,54.0,14.09,100.0
507,-83.34899999996824,13.142000000922224,bredasdorp,286.15,82.0,0.5,50.0
508,-33.98499999973254,-167.54699999994054,vaini,302.15,79.0,4.1,75.0
509,10.507000000479906,-11.35999999919477,dabola,295.05,79.0,2.11,96.0
510,-43.28999999977697,-78.73399999951647,castro,286.25,96.0,2.95,31.0
511,-89.12999999999585,-73.41299999949106,ushuaia,281.15,81.0,16.5,90.0
512,88.62900000085293,30.50500000100513,mehamn,274.45,80.0,9.12,99.0
513,-29.01799999970882,-1.8529999991493753,jamestown,275.39,93.0,4.6,90.0
514,27.508000000561083,-125.6109999997403,lompoc,285.54,82.0,3.1,20.0
515,16.004000000506153,-19.340999999232878,dakar,291.69,88.0,7.2,6.0
516,38.66600000061436,7.948000000897423,carbonia,280.46,75.0,2.6,40.0
517,30.217000000574018,-0.34399999914217005,adrar,289.05,45.0,6.27,100.0
518,86.30500000084183,-67.7859999994642,qaanaaq,253.45,98.0,2.05,100.0
519,-71.28199999991062,-70.6989999994781,ushuaia,281.15,81.0,16.5,90.0
520,-84.36799999997311,-151.51199999986397,mataura,283.71,91.0,6.71,100.0
521,-42.847999999774856,-0.8839999991447485,saldanha,288.15,87.0,2.6,52.0
522,18.45600000051786,-93.99799999958935,agua dulce,296.45,91.0,2.87,0.0
523,85.5880000008384,-36.678999999315664,tasiilaq,269.15,85.0,2.42,100.0
524,-62.93799999987078,-117.17499999970002,rikitea,299.05,75.0,4.06,100.0
525,-10.85399999962209,2.974000000873673,jamestown,275.39,93.0,4.6,90.0
526,52.76100000068166,-105.08499999964229,melfort,270.15,79.0,7.2,90.0
527,62.961000000730365,-42.65899999934422,nanortalik,269.85,57.0,18.73,0.0
528,50.31700000066999,-174.3649999999731,provideniya,273.15,94.0,6.0,90.0
529,64.42800000073737,-57.42199999941471,sisimiut,259.15,81.0,7.67,100.0
530,76.47900000079491,-59.154999999422984,upernavik,255.25,72.0,4.87,100.0
531,38.19700000061212,-10.082999999188672,cascais,285.74,76.0,4.6,0.0
532,-12.947999999632088,-121.0029999997183,rikitea,299.05,75.0,4.06,100.0
533,20.576000000527984,59.054000001141446,sur,293.75,63.0,3.13,0.0
535,-37.299999999748366,-130.04599999976148,rikitea,299.05,75.0,4.06,100.0
536,-75.42999999993043,-148.68699999985049,mataura,283.71,91.0,6.71,100.0
537,-9.87799999961743,27.0640000009887,kambove,289.65,98.0,2.41,100.0
538,45.91200000064896,8.768000000901338,induno olona,274.36,85.0,1.5,20.0
539,-52.468999999820795,7.780000000896621,hermanus,288.71,86.0,1.79,67.0
540,-57.115999999842984,-16.811999999220802,cape town,290.23,82.0,6.2,73.0
541,-81.90799999996136,-126.92399999974657,rikitea,299.05,75.0,4.06,100.0
542,-25.80699999969349,-28.58799999927703,vila velha,295.15,83.0,4.1,75.0
543,-56.15399999983839,6.888000000892362,hermanus,288.71,86.0,1.79,67.0
544,14.936000000501053,-70.91099999947912,oranjestad,300.15,78.0,8.2,20.0
545,-65.12199999988121,47.15100000108461,east london,292.15,93.0,5.1,75.0
546,-52.16799999981936,-114.64099999968792,rikitea,299.05,75.0,4.06,100.0
547,-3.857999999588685,-29.45899999928119,natal,299.25,88.0,1.5,40.0
548,18.067000000516003,44.52800000107209,najran,289.15,38.0,1.37,5.0
550,12.304000000488486,-109.28499999966235,san patricio,298.35,73.0,2.68,0.0
551,20.88100000052944,-159.27399999990104,kapaa,297.36,69.0,8.7,75.0
553,35.84900000060091,-43.48699999934817,torbay,268.85,73.0,7.2,20.0
555,-42.011999999770865,-119.11399999970928,rikitea,299.05,75.0,4.06,100.0
556,59.51400000071391,-129.09899999975696,ketchikan,280.67,42.0,6.7,1.0
557,-21.66899999967373,-168.901999999947,alofi,301.15,83.0,2.6,75.0
559,-12.829999999631525,-24.91199999925948,sao jose da coroa grande,301.55,77.0,6.01,100.0
560,11.946000000486777,-159.95199999990427,hilo,292.23,78.0,4.83,90.0
561,-44.01699999978044,-89.37499999956728,castro,286.25,96.0,2.95,31.0
562,35.55800000059952,-49.79299999937828,torbay,268.85,73.0,7.2,20.0
563,4.2050000004498145,-49.09299999937494,saint-georges,299.15,78.0,3.6,20.0
564,38.90300000061549,-44.96799999935524,torbay,268.85,73.0,7.2,20.0
565,-29.53499999971129,-95.92799999959857,lebu,287.65,98.0,2.86,95.0
566,-20.955999999670325,-138.18199999980033,rikitea,299.05,75.0,4.06,100.0
567,58.73100000071017,-13.605999999205494,hofn,277.25,62.0,17.78,91.0
568,-14.559999999639786,-47.18599999936583,iaciara,294.85,92.0,2.35,100.0
569,-28.13799999970462,-54.69099999940167,cerro largo,293.75,53.0,2.1,0.0
570,1.733000000438011,26.625000000986603,isiro,292.95,98.0,0.91,100.0
571,-17.872999999655605,-171.63299999996005,alofi,301.15,83.0,2.6,75.0
572,-8.560999999611141,-83.46699999953907,pimentel,295.95,92.0,5.69,51.0
574,-20.29299999966716,-120.21599999971454,rikitea,299.05,75.0,4.06,100.0
575,-26.499999999696797,-131.0549999997663,rikitea,299.05,75.0,4.06,100.0
576,80.07400000081208,-150.4889999998591,barrow,259.15,77.0,2.1,1.0
577,15.649000000504458,-89.61899999956844,chahal,292.35,96.0,0.48,0.0
578,75.12600000078845,68.58800000118697,yar-sale,268.25,81.0,7.84,33.0
579,-71.87899999991347,-178.48499999999277,vaini,302.15,79.0,4.1,75.0
580,-61.819999999865445,-165.6349999999314,avarua,301.15,83.0,3.6,100.0
582,6.827000000462334,-62.237999999437704,upata,295.45,75.0,2.2,0.0
583,-19.47599999966326,-93.62499999958757,hualmay,294.15,81.0,1.83,59.0
584,-57.69699999984576,-65.20599999945188,ushuaia,281.15,81.0,16.5,90.0
585,13.933000000496264,-87.35399999955763,ojojona,296.15,78.0,6.2,75.0
586,-69.4129999999017,-117.04999999969942,punta arenas,281.05,70.0,6.7,75.0
587,-89.60999999999814,-53.293999999395,ushuaia,281.15,81.0,16.5,90.0
588,-17.868999999655585,-106.6159999996496,puerto ayora,298.71,84.0,3.13,93.0
589,4.526000000451347,-105.12999999964251,acapulco,300.15,88.0,2.6,20.0
590,-79.75199999995107,4.534000000881122,hermanus,288.71,86.0,1.79,67.0
591,21.339000000531627,-32.925999999297744,ponta do sol,287.1,77.0,4.6,75.0
592,-77.70899999994131,-17.923999999226112,ushuaia,281.15,81.0,16.5,90.0
593,10.329000000479056,-131.05199999976628,atuona,301.25,77.0,4.73,38.0
594,-21.987999999675253,-137.36799999979644,rikitea,299.05,75.0,4.06,100.0
595,-50.229999999810104,-57.15999999941346,rawson,294.95,50.0,8.23,30.0
596,-35.20799999973838,-0.7019999991438794,luderitz,289.15,82.0,1.5,0.0
597,27.253000000559865,8.564000000900364,gat,287.92,55.0,4.1,0.0
598,3.2370000004451924,26.177000000984464,buta,294.15,99.0,1.44,100.0
